step,susceptible_status,infected_status,filtermean_virulence,ensemble,mutation_rate,virulence_init,total_infected
255,1.0,0.0,NaN,627,0.8,2.0,17.0
881,1.0,0.0,NaN,628,0.0,1.0,54.0
2058,1.0,0.0,NaN,629,0.0,1.1,116.0
254,1.0,0.0,NaN,630,0.0,1.2,21.0
724,1.0,0.0,NaN,631,0.0,1.3,40.0
587,1.0,0.0,NaN,632,0.0,1.4,21.0
271,1.0,0.0,NaN,633,0.0,1.5,19.0
445,1.0,0.0,NaN,634,0.0,1.6,21.0
311,1.0,0.0,NaN,635,0.0,1.7,17.0
354,1.0,0.0,NaN,636,0.0,1.8,22.0
1096,1.0,0.0,NaN,637,0.0,1.9,47.0
358,1.0,0.0,NaN,638,0.0,2.0,22.0
1615,1.0,0.0,NaN,639,0.4,1.0,59.0
288,1.0,0.0,NaN,640,0.4,1.1,24.0
1026,1.0,0.0,NaN,641,0.4,1.2,60.0
20000,0.8814435919295255,0.11855640807047457,0.05447931527701727,642,0.4,1.3,26351.0
411,1.0,0.0,NaN,643,0.4,1.4,27.0
631,1.0,0.0,NaN,644,0.4,1.5,65.0
20000,0.9054884742041712,0.09451152579582876,0.0578899775026317,645,0.4,1.6,25623.0
20000,0.9024273649545865,0.0975726350454135,0.06052031699295064,646,0.4,1.7,24929.0
20000,0.9032155195322881,0.09678448046771193,0.059564089507415326,647,0.4,1.8,25078.0
20000,0.8977464195450716,0.1022535804549284,0.059879722171501885,648,0.4,1.9,24830.0
543,1.0,0.0,NaN,649,0.4,2.0,19.0
468,1.0,0.0,NaN,650,0.8,1.0,23.0
470,1.0,0.0,NaN,651,0.8,1.1,29.0
20000,0.916577137945853,0.08342286205414697,0.06112657359575304,652,0.8,1.2,24724.0
533,1.0,0.0,NaN,653,0.8,1.3,34.0
20000,0.9104423306824679,0.08955766931753209,0.06606356626289153,654,0.8,1.4,24501.0
614,1.0,0.0,NaN,655,0.8,1.5,29.0
744,1.0,0.0,NaN,656,0.8,1.6,26.0
379,1.0,0.0,NaN,657,0.8,1.7,32.0
589,1.0,0.0,NaN,658,0.8,1.8,31.0
97,1.0,0.0,NaN,659,0.8,1.9,12.0
471,1.0,0.0,NaN,660,0.8,2.0,23.0
147,1.0,0.0,NaN,661,0.0,1.0,10.0
300,1.0,0.0,NaN,662,0.0,1.1,19.0
848,1.0,0.0,NaN,663,0.0,1.2,51.0
640,1.0,0.0,NaN,664,0.0,1.3,51.0
650,1.0,0.0,NaN,665,0.0,1.4,40.0
252,1.0,0.0,NaN,666,0.0,1.5,14.0
538,1.0,0.0,NaN,667,0.0,1.6,34.0
930,1.0,0.0,NaN,668,0.0,1.7,31.0
360,1.0,0.0,NaN,669,0.0,1.8,18.0
277,1.0,0.0,NaN,670,0.0,1.9,18.0
1043,1.0,0.0,NaN,671,0.0,2.0,51.0
20000,0.8893487714150993,0.11065122858490072,0.06221843992256694,672,0.4,1.0,25050.0
807,1.0,0.0,NaN,673,0.4,1.1,71.0
751,1.0,0.0,NaN,674,0.4,1.2,37.0
312,1.0,0.0,NaN,675,0.4,1.3,28.0
20000,0.9028971665074816,0.0971028334925183,0.059091671613063335,676,0.4,1.4,24841.0
2074,1.0,0.0,NaN,677,0.4,1.5,34.0
20000,0.8894520621031852,0.11054793789681482,0.05964903256607261,678,0.4,1.6,25666.0
20000,0.8845293315143247,0.1154706684856753,0.06448354653944355,679,0.4,1.7,25672.0
20000,0.900474709445081,0.09952529055491897,0.06088124077640352,680,0.4,1.8,25508.0
501,1.0,0.0,NaN,681,0.4,1.9,21.0
987,1.0,0.0,NaN,682,0.4,2.0,26.0
20000,0.9157611507813308,0.08423884921866916,0.0703298113415729,683,0.8,1.0,24187.0
225,1.0,0.0,NaN,684,0.8,1.1,15.0
606,1.0,0.0,NaN,685,0.8,1.2,25.0
465,1.0,0.0,NaN,686,0.8,1.3,13.0
276,1.0,0.0,NaN,687,0.8,1.4,12.0
224,1.0,0.0,NaN,688,0.8,1.5,13.0
20000,0.9173148196481704,0.08268518035182962,0.06835080470903702,689,0.8,1.6,24404.0
20000,0.9122733024040489,0.08772669759595107,0.06877528724051503,690,0.8,1.7,24830.0
20000,0.9163025384935497,0.08369746150645027,0.0663551618256262,691,0.8,1.8,24165.0
20000,0.921513843027686,0.07848615697231394,0.0641692726637431,692,0.8,1.9,24090.0
20000,0.9098749460974558,0.0901250539025442,0.06384626202416098,693,0.8,2.0,25066.0
492,1.0,0.0,NaN,694,0.0,1.0,27.0
573,1.0,0.0,NaN,695,0.0,1.1,25.0
631,1.0,0.0,NaN,696,0.0,1.2,40.0
743,1.0,0.0,NaN,697,0.0,1.3,48.0
855,1.0,0.0,NaN,698,0.0,1.4,32.0
502,1.0,0.0,NaN,699,0.0,1.5,25.0
1077,1.0,0.0,NaN,700,0.0,1.6,53.0
856,1.0,0.0,NaN,701,0.0,1.7,46.0
540,1.0,0.0,NaN,702,0.0,1.8,32.0
489,1.0,0.0,NaN,703,0.0,1.9,38.0
612,1.0,0.0,NaN,704,0.0,2.0,29.0
386,1.0,0.0,NaN,705,0.4,1.0,17.0
20000,0.9019484270784097,0.09805157292159025,0.061635260430677276,706,0.4,1.1,24623.0
20000,0.9039896373056995,0.09601036269430052,0.06763365741745944,707,0.4,1.2,24361.0
1271,1.0,0.0,NaN,708,0.4,1.3,62.0
20000,0.9001627211170017,0.09983727888299827,0.061168571784386706,709,0.4,1.4,24864.0
330,1.0,0.0,NaN,710,0.4,1.5,17.0
2467,1.0,0.0,NaN,711,0.4,1.6,128.0
420,1.0,0.0,NaN,712,0.4,1.7,21.0
375,1.0,0.0,NaN,713,0.4,1.8,16.0
20000,0.8977700234447413,0.10222997655525871,0.0595894901320289,714,0.4,1.9,25328.0
20000,0.8995699601426473,0.10043003985735263,0.06509912831969818,715,0.4,2.0,24628.0
20000,0.9225124441935649,0.07748755580643506,0.06820149021574617,716,0.8,1.0,23745.0
306,1.0,0.0,NaN,717,0.8,1.1,27.0
20000,0.9241066883844039,0.07589331161559605,0.07291840773578666,718,0.8,1.2,23980.0
441,1.0,0.0,NaN,719,0.8,1.3,21.0
387,1.0,0.0,NaN,720,0.8,1.4,20.0
722,1.0,0.0,NaN,721,0.8,1.5,20.0
20000,0.9309753817388594,0.06902461826114054,0.06778620661761428,722,0.8,1.6,23736.0
